Academic Year,LSS Number,LSS Name,School Number,School Name,School Type,Mobility Rate,Mobility Count,Entrants Rate,Entrants Count,Withdrawals Rate,Withdrawals Count,Avg Daily Member Count,Create Date
2018,2,Anne Arundel,2062,Belvedere Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2072,Benfield Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2082,Bodkin Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2092,Cape St. Claire Elementary,Elementary,5.7,36,<= 5.0,*,<= 5.0,*,635.8,20190626
2018,2,Anne Arundel,2102,Folger Mckinsey Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2112,Fort Smallwood Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2132,High Point Elementary,Elementary,9.1,58,<= 5.0,*,<= 5.0,*,637,20190626
2018,2,Anne Arundel,2142,Jacobsville Elementary,Elementary,8.6,47,5.3,29,<= 5.0,*,548.4,20190626
2018,2,Anne Arundel,2152,Jones Elementary,Elementary,7.6,25,<= 5.0,*,<= 5.0,*,328.1,20190626
2018,2,Anne Arundel,2162,Lake Shore Elementary,Elementary,6.4,21,<= 5.0,*,<= 5.0,*,327.3,20190626
2018,2,Anne Arundel,2172,Oak Hill Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2182,Pasadena Elementary,Elementary,7.1,27,<= 5.0,*,<= 5.0,*,380.8,20190626
2018,2,Anne Arundel,2192,Riviera Beach Elementary,Elementary,11.7,35,5.4,16,6.4,19,297.9,20190626
2018,2,Anne Arundel,2202,Severna Park Elementary,Elementary,6.7,28,<= 5.0,*,<= 5.0,*,419.3,20190626
2018,2,Anne Arundel,2212,Solley Elementary,Elementary,14.3,115,7.8,63,6.5,52,803.4,20190626
2018,2,Anne Arundel,2222,Sunset Elementary,Elementary,8.3,37,<= 5.0,*,<= 5.0,*,447,20190626
2018,2,Anne Arundel,2233,Anne Arundel Evening High,High,>= 95.0,*,>= 95.0,*,44.3,117,264,20190626
2018,2,Anne Arundel,2243,Magothy River Middle,Middle,6.3,46,<= 5.0,*,<= 5.0,*,735.3,20190626
2018,2,Anne Arundel,2273,Chesapeake High,High,8.7,121,<= 5.0,*,<= 5.0,*,1393.2,20190626
2018,2,Anne Arundel,2322,Broadneck Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,2363,Broadneck High,High,7.4,154,<= 5.0,*,<= 5.0,*,2073,20190626
2018,2,Anne Arundel,2372,Windsor Farm Elementary,Elementary,8.5,47,<= 5.0,*,<= 5.0,*,552.2,20190626
2018,2,Anne Arundel,2413,Severn River Middle,Middle,7.1,53,<= 5.0,*,<= 5.0,*,751.6,20190626
2018,2,Anne Arundel,2423,Chesapeake Bay Middle,Middle,8,81,<= 5.0,*,<= 5.0,*,1017.5,20190626
2018,2,Anne Arundel,2432,Shipley's Choice Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,3013,Arundel High,High,9.9,209,<= 5.0,*,5.1,108,2103.8,20190626
2018,2,Anne Arundel,3023,Arundel Middle,Middle,9.4,98,5.8,60,<= 5.0,*,1039.8,20190626
2018,2,Anne Arundel,3033,MacArthur Middle,Middle,29.2,295,13.3,134,15.9,161,1009.6,20190626
2018,2,Anne Arundel,3062,Brock Bridge Elementary,Elementary,30.3,175,20.4,118,9.9,57,578.5,20190626
2018,2,Anne Arundel,3072,Crofton Elementary,Elementary,6.3,43,<= 5.0,*,<= 5.0,*,679,20190626
2018,2,Anne Arundel,3082,Crofton Woods Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,3092,Seven Oaks Elementary,Elementary,22.9,147,11.4,73,11.5,74,642.1,20190626
2018,2,Anne Arundel,3102,Hebron - Harman Elementary,Elementary,22.4,166,11.9,88,10.5,78,742.2,20190626
2018,2,Anne Arundel,3112,Jessup Elementary,Elementary,18.3,86,10.9,51,7.5,35,469.7,20190626
2018,2,Anne Arundel,3122,Manor View Elementary,Elementary,35.4,112,17.1,54,18.3,58,316.1,20190626
2018,2,Anne Arundel,3132,Maryland City Elementary,Elementary,35.2,134,19.2,73,16,61,380.2,20190626
2018,2,Anne Arundel,3142,Meade Heights Elementary,Elementary,36.3,112,20.8,64,15.6,48,308.2,20190626
2018,2,Anne Arundel,3152,Van Bokkelen Elementary,Elementary,30.7,130,16.7,71,13.9,59,424.1,20190626
2018,2,Anne Arundel,3162,Millersville Elementary,Elementary,12.9,43,5.1,17,7.8,26,332.5,20190626
2018,2,Anne Arundel,3172,Odenton Elementary,Elementary,16.6,74,9,40,7.6,34,446.1,20190626
2018,2,Anne Arundel,3182,Pershing Hill Elementary,Elementary,40.9,239,20,117,20.9,122,584,20190626
2018,2,Anne Arundel,3192,Ridgeway Elementary,Elementary,9,57,<= 5.0,*,5.1,32,633.3,20190626
2018,2,Anne Arundel,3202,Severn Elementary,Elementary,14.2,69,8.9,43,5.4,26,485.2,20190626
2018,2,Anne Arundel,3212,South Shore Elementary,Elementary,14,48,7.6,26,6.4,22,343.4,20190626
2018,2,Anne Arundel,3222,Waugh Chapel Elementary,Elementary,11,64,6.7,39,<= 5.0,*,580.8,20190626
2018,2,Anne Arundel,3242,Piney Orchard Elementary,Elementary,9.5,61,<= 5.0,*,<= 5.0,*,640.2,20190626
2018,2,Anne Arundel,3263,Crofton Middle,Middle,7,83,<= 5.0,*,<= 5.0,*,1193.4,20190626
2018,2,Anne Arundel,3272,Four Seasons Elementary,Elementary,9.6,60,6.1,38,<= 5.0,*,625.4,20190626
2018,2,Anne Arundel,3282,Nantucket Elementary,Elementary,9.1,73,5.3,42,<= 5.0,*,799.6,20190626
2018,2,Anne Arundel,3323,Meade High,High,22.4,439,11.2,219,11.2,220,1960,20190626
2018,2,Anne Arundel,3333,Old Mill Middle North,Middle,14.1,145,8.3,85,5.8,60,1027.8,20190626
2018,2,Anne Arundel,3343,Old Mill Middle South,Middle,12.5,108,6.5,56,6,52,867.5,20190626
2018,2,Anne Arundel,3353,Old Mill High,High,14.4,318,7.4,164,7,154,2207.8,20190626
2018,2,Anne Arundel,3362,Crofton Meadows Elementary,Elementary,11.1,62,6.8,38,<= 5.0,*,558.5,20190626
2018,2,Anne Arundel,3372,Glen Burnie Park Elementary,Elementary,24.4,128,14.9,78,9.5,50,524.9,20190626
2018,2,Anne Arundel,3382,Southgate Elementary,Elementary,14.4,106,8.5,63,5.8,43,738.4,20190626
2018,2,Anne Arundel,3392,Rippling Woods Elementary,Elementary,17.7,111,10.9,68,6.9,43,626.6,20190626
2018,2,Anne Arundel,3414,Ruth Parker Eason School,Elementary,17.2,8,12.9,6,<= 5.0,*,46.5,20190626
2018,2,Anne Arundel,3414,Ruth Parker Eason School,Middle,15.8,3,10.5,2,5.3,1,19,20190626
2018,2,Anne Arundel,3414,Ruth Parker Eason School,All,15.6,14,11.2,10,<= 5.0,*,89.6,20190626
2018,2,Anne Arundel,3414,Ruth Parker Eason School,High,12.4,3,8.3,2,<= 5.0,*,24.1,20190626
2018,2,Anne Arundel,3423,Meade Middle,Middle,30.9,192,19.9,124,10.9,68,622.2,20190626
2018,2,Anne Arundel,4013,Annapolis High,High,17.4,339,7.6,148,9.8,191,1944.5,20190626
2018,2,Anne Arundel,4023,Southern High,High,14.4,144,6.1,61,8.3,83,998.2,20190626
2018,2,Anne Arundel,4033,Annapolis Middle,Middle,11.5,112,5.8,57,5.6,55,977.4,20190626
2018,2,Anne Arundel,4043,Wiley H. Bates Middle,Middle,12,78,5.4,35,6.6,43,647.3,20190626
2018,2,Anne Arundel,4053,Southern Middle,Middle,6.9,51,<= 5.0,*,<= 5.0,*,744.3,20190626
2018,2,Anne Arundel,4064,Mary Moss at Adams Academy,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,2,Anne Arundel,4074,Phoenix Academy,Elementary,83.7,88,47.6,50,36.2,38,105.1,20190626
2018,2,Anne Arundel,4074,Phoenix Academy,Middle,63.6,53,36,30,27.6,23,83.3,20190626
2018,2,Anne Arundel,4074,Phoenix Academy,High,>= 95.0,*,81.8,134,40.3,66,163.9,20190626
2018,2,Anne Arundel,4074,Phoenix Academy,All,>= 95.0,*,60.8,214,36.1,127,352.2,20190626
2018,2,Anne Arundel,4092,Annapolis Elementary,Elementary,31.2,68,11.9,26,19.3,42,217.8,20190626
2018,2,Anne Arundel,4112,Central Elementary,Elementary,8,50,5.4,34,<= 5.0,*,626.7,20190626
2018,2,Anne Arundel,4122,Davidsonville Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,4132,Deale Elementary,Elementary,5.3,13,<= 5.0,*,<= 5.0,*,243.4,20190626
2018,2,Anne Arundel,4142,Eastport Elementary,Elementary,19,40,8.5,18,10.4,22,210.5,20190626
2018,2,Anne Arundel,4152,Edgewater Elementary,Elementary,13.1,78,7.7,46,5.4,32,595.7,20190626
2018,2,Anne Arundel,4162,Georgetown East Elementary,Elementary,23.6,49,14.5,30,9.2,19,207.5,20190626
2018,2,Anne Arundel,4182,Germantown Elementary,Elementary,19.8,95,11.5,55,8.3,40,479.4,20190626
2018,2,Anne Arundel,4192,Hillsmere Elementary,Elementary,12.3,47,6.8,26,5.5,21,382.6,20190626
2018,2,Anne Arundel,4202,Lothian Elementary,Elementary,13.7,65,6.5,31,7.2,34,475.4,20190626
2018,2,Anne Arundel,4212,Mayo Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,4222,Walter S. Mills - Parole Elementary,Elementary,22.5,128,13.7,78,8.8,50,570,20190626
2018,2,Anne Arundel,4232,Rolling Knolls Elementary,Elementary,15.4,59,9.1,35,6.3,24,383.7,20190626
2018,2,Anne Arundel,4242,Shady Side Elementary,Elementary,8.1,37,<= 5.0,*,<= 5.0,*,455.4,20190626
2018,2,Anne Arundel,4252,Traceys Elementary,Elementary,11.5,47,7.6,31,<= 5.0,*,410,20190626
2018,2,Anne Arundel,4262,Tyler Heights Elementary,Elementary,24.8,99,12.3,49,12.5,50,399,20190626
2018,2,Anne Arundel,4272,West Annapolis Elementary,Elementary,19,43,8.4,19,10.6,24,225.9,20190626
2018,2,Anne Arundel,4283,Central Middle,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,4293,South River High,High,7.6,163,<= 5.0,*,<= 5.0,*,2135.1,20190626
2018,2,Anne Arundel,4304,Central Special School,Elementary,20.7,6,13.8,4,6.9,2,29,20190626
2018,2,Anne Arundel,4304,Central Special School,Middle,36.7,6,18.3,3,18.3,3,16.4,20190626
2018,2,Anne Arundel,4304,Central Special School,All,20.1,15,9.4,7,10.7,8,74.5,20190626
2018,2,Anne Arundel,4304,Central Special School,High,10.3,3,<= 5.0,*,10.3,3,29.2,20190626
2018,2,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Elementary,7.2,40,<= 5.0,*,<= 5.0,*,555.8,20190626
2018,2,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,Middle,6.3,16,<= 5.0,*,5.1,13,255.2,20190626
2018,2,Anne Arundel,6113,Monarch Global Academy PCS Laurel Campus,All,6.9,56,<= 5.0,*,<= 5.0,*,810.9,20190626
2018,2,Anne Arundel,6123,Monarch Academy Annapolis ES,Elementary,21,109,<= 5.0,*,18.1,94,519.5,20190626
2018,2,Anne Arundel,6223,Chesapeake Science Point,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,6223,Chesapeake Science Point,All,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,6223,Chesapeake Science Point,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,6233,Monarch Academy,Elementary,9.2,40,<= 5.0,*,6.9,30,434.4,20190626
2018,2,Anne Arundel,6233,Monarch Academy,Middle,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,2,Anne Arundel,6233,Monarch Academy,All,6.8,45,<= 5.0,*,5.1,34,664.9,20190626
2018,2,Anne Arundel,A,All Anne Arundel Schools,Elementary,14.5,5679,7.9,3098,6.6,2581,39060.2,20190626
2018,2,Anne Arundel,A,All Anne Arundel Schools,Middle,13.4,2450,7.4,1358,6,1092,18245.4,20190626
2018,2,Anne Arundel,A,All Anne Arundel Schools,All,14.7,11802,7.9,6357,6.8,5445,80356.6,20190626
2018,2,Anne Arundel,A,All Anne Arundel Schools,High,15.9,3673,8.2,1901,7.7,1772,23051,20190626
2018,3,Baltimore County,54,Extended Day Learning Program,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,58,Home Assignments-Secondary,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,58,Home Assignments-Secondary,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,58,Home Assignments-Secondary,All,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,69,Catonsville Center for Alternative Studies,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,70,Meadowood Education Center,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,72,Rosedale Center,Middle,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,72,Rosedale Center,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,72,Rosedale Center,All,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,75,Crossroads Center,Middle,8.1,7,<= 5.0,*,7,6,86.2,20190626
2018,3,Baltimore County,75,Crossroads Center,High,27.1,25,8.7,8,18.4,17,92.3,20190626
2018,3,Baltimore County,75,Crossroads Center,All,17.9,32,<= 5.0,*,12.9,23,178.4,20190626
2018,3,Baltimore County,77,BCDC Educational Center,High,>= 95.0,*,>= 95.0,*,>= 95.0,*,*,20190626
2018,3,Baltimore County,101,Catonsville Elementary,Elementary,11.8,67,7.4,42,<= 5.0,*,567.7,20190626
2018,3,Baltimore County,102,Westchester Elementary,Elementary,9.8,61,5.3,33,<= 5.0,*,623.7,20190626
2018,3,Baltimore County,103,Westowne Elementary,Elementary,18.3,113,11,68,7.3,45,617.4,20190626
2018,3,Baltimore County,104,Edmondson Heights Elementary,Elementary,27.1,124,13.8,63,13.3,61,457.6,20190626
2018,3,Baltimore County,105,Johnnycake Elementary,Elementary,28.2,190,18.4,124,9.8,66,674.7,20190626
2018,3,Baltimore County,111,Maiden Choice School,Elementary,18,8,9,4,9,4,44.5,20190626
2018,3,Baltimore County,111,Maiden Choice School,Middle,17.6,3,11.7,2,5.9,1,17,20190626
2018,3,Baltimore County,111,Maiden Choice School,High,27.8,7,19.9,5,7.9,2,25.2,20190626
2018,3,Baltimore County,111,Maiden Choice School,All,20.8,18,12.7,11,8.1,7,86.7,20190626
2018,3,Baltimore County,112,Dogwood Elementary,Elementary,33.2,216,24,156,9.2,60,651.2,20190626
2018,3,Baltimore County,113,Chadwick Elementary,Elementary,29.9,179,18.7,112,11.2,67,599.6,20190626
2018,3,Baltimore County,115,Hillcrest Elementary,Elementary,9.4,66,5.6,39,<= 5.0,*,702.6,20190626
2018,3,Baltimore County,116,Woodbridge Elementary,Elementary,18.8,75,11,44,7.8,31,398.5,20190626
2018,3,Baltimore County,151,Catonsville Middle,Middle,7.5,66,<= 5.0,*,<= 5.0,*,876.5,20190626
2018,3,Baltimore County,155,Southwest Academy,Middle,30.5,265,16.1,140,14.4,125,869.1,20190626
2018,3,Baltimore County,172,Woodlawn High Center for Pre-Eng. Res.,High,39.2,574,20.6,302,18.6,272,1463.4,20190626
2018,3,Baltimore County,174,Catonsville High,High,14.9,264,7.7,136,7.2,128,1774.8,20190626
2018,3,Baltimore County,175,Western School of Technology & Env. Science,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,202,Randallstown Elementary,Elementary,20.4,77,13.5,51,6.9,26,377.3,20190626
2018,3,Baltimore County,204,Featherbed Lane Elementary,Elementary,33.6,186,23.5,130,10.1,56,552.9,20190626
2018,3,Baltimore County,205,Woodmoor Elementary,Elementary,21.3,108,13.6,69,7.7,39,506.3,20190626
2018,3,Baltimore County,206,Scotts Branch Elementary,Elementary,32.3,196,17.1,104,15.1,92,607.6,20190626
2018,3,Baltimore County,207,Church Lane Elementary Technology,Elementary,13.4,53,8.1,32,5.3,21,395.7,20190626
2018,3,Baltimore County,209,Hebbville Elementary,Elementary,25.8,105,15.7,64,10.1,41,406.4,20190626
2018,3,Baltimore County,210,Powhatan Elementary,Elementary,23.4,62,14,37,9.5,25,264.5,20190626
2018,3,Baltimore County,211,Winfield Elementary,Elementary,32.6,147,20.4,92,12.2,55,450.9,20190626
2018,3,Baltimore County,213,Winand Elementary,Elementary,18,83,10,46,8,37,461.5,20190626
2018,3,Baltimore County,214,Hernwood Elementary,Elementary,29.2,114,15.9,62,13.3,52,390,20190626
2018,3,Baltimore County,216,Deer Park Elementary,Elementary,22.7,90,12.1,48,10.6,42,396.1,20190626
2018,3,Baltimore County,217,New Town Elementary,Elementary,14.9,125,8.5,71,6.4,54,839.5,20190626
2018,3,Baltimore County,252,Northwest Academy of Health Sciences,Middle,27.1,212,14.8,116,12.3,96,783.3,20190626
2018,3,Baltimore County,253,Woodlawn Middle,Middle,29.3,178,15,91,14.3,87,607.3,20190626
2018,3,Baltimore County,254,Deer Park Middle Magnet School,Middle,23.2,294,11.6,147,11.6,147,1268.1,20190626
2018,3,Baltimore County,256,Windsor Mill Middle,Middle,26.9,128,16.8,80,10.1,48,475.7,20190626
2018,3,Baltimore County,271,Milford Mill Academy,High,21.7,280,11,142,10.7,138,1291.9,20190626
2018,3,Baltimore County,272,Randallstown High,High,25.5,249,14.9,146,10.5,103,978.2,20190626
2018,3,Baltimore County,303,Bedford Elementary,Elementary,23,75,14.7,48,8.3,27,326.1,20190626
2018,3,Baltimore County,304,Wellwood International Elementary,Elementary,20.3,102,12.7,64,7.6,38,503.1,20190626
2018,3,Baltimore County,307,Milbrook Elementary,Elementary,30,125,16.3,68,13.7,57,417.1,20190626
2018,3,Baltimore County,308,Fort Garrison Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,310,Summit Park Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,311,Woodholme Elementary,Elementary,22.8,184,13.2,107,9.5,77,808,20190626
2018,3,Baltimore County,352,Pikesville Middle,Middle,23,232,13.5,136,9.5,96,1006.9,20190626
2018,3,Baltimore County,353,Sudbrook Magnet Middle,Middle,8.8,95,6.4,69,<= 5.0,*,1080,20190626
2018,3,Baltimore County,371,Pikesville High,High,14.4,127,8.6,76,5.8,51,881.3,20190626
2018,3,Baltimore County,402,Owings Mills Elementary,Elementary,23.1,164,13.1,93,10,71,708.7,20190626
2018,3,Baltimore County,403,Franklin Elementary,Elementary,10.4,43,6.5,27,<= 5.0,*,414.6,20190626
2018,3,Baltimore County,404,Chatsworth School,Elementary,8.2,30,5.5,20,<= 5.0,*,365,20190626
2018,3,Baltimore County,405,Timber Grove Elementary,Elementary,24.2,142,14,82,10.2,60,586.1,20190626
2018,3,Baltimore County,406,Reisterstown Elementary,Elementary,33.9,187,20.7,114,13.2,73,551.6,20190626
2018,3,Baltimore County,407,Glyndon Elementary,Elementary,20.1,101,14.1,71,6,30,503.1,20190626
2018,3,Baltimore County,408,Cedarmere Elementary,Elementary,18.4,100,12.5,68,5.9,32,544.1,20190626
2018,3,Baltimore County,410,Lyons Mill Elementary,Elementary,32.9,250,17.5,133,15.4,117,760.8,20190626
2018,3,Baltimore County,451,Franklin Middle,Middle,19.2,250,10.7,139,8.5,111,1298.9,20190626
2018,3,Baltimore County,452,Owings Mills High,High,35,373,21.3,227,13.7,146,1066,20190626
2018,3,Baltimore County,472,Franklin High,High,14.2,220,6.5,101,7.7,119,1553.3,20190626
2018,3,Baltimore County,473,New Town High,High,23,243,13.5,142,9.6,101,1054.4,20190626
2018,3,Baltimore County,501,Fifth District Elementary,Elementary,7,22,<= 5.0,*,<= 5.0,*,316.3,20190626
2018,3,Baltimore County,601,Prettyboy Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,701,Seventh District Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,772,Hereford High,High,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,801,Sparks Elementary,Elementary,<= 5.0,*,<= 5.0,*,<= 5.0,*,*,20190626
2018,3,Baltimore County,803,Lutherville Laboratory,Elementary,12.3,47,6.6,25,5.8,22,381.6,20190626
2018,3,Baltimore County,805,Timonium Elementary,Elementary,7.8,35,5.8,26,<= 5.0,*,450.7,20190626
